Date,Confirmed,Deaths,Recovered,Active
2020-02-13,1,0,1,0
2020-02-14,1,0,1,0
2020-02-15,1,0,1,0
2020-02-16,1,0,1,0
2020-02-17,1,0,1,0
2020-02-18,1,0,1,0
2020-02-19,1,0,1,0
2020-02-20,1,0,1,0
2020-02-21,1,0,1,0
2020-02-22,1,0,1,0
2020-02-23,1,0,1,0
2020-02-24,1,0,1,0
2020-02-25,1,0,1,0
2020-02-26,1,0,1,0
2020-02-27,1,0,1,0
2020-02-28,1,0,1,0
2020-02-29,1,0,1,0
2020-03-01,1,0,1,0
2020-03-02,1,0,1,0
2020-03-03,1,0,1,0
2020-03-04,1,0,1,0
2020-03-05,1,0,1,0
2020-03-06,1,0,1,0
2020-03-07,1,0,1,0
2020-03-08,1,0,1,0
2020-03-09,1,0,1,0
2020-03-10,1,0,1,0
2020-03-11,1,0,1,0
2020-03-12,1,0,1,0
2020-03-13,1,0,1,0
2020-03-14,1,0,1,0
2020-03-15,1,0,1,0
2020-03-16,1,0,1,0
2020-03-17,1,0,1,0
2020-03-18,1,0,1,0
2020-03-19,1,0,1,0
2020-03-20,1,0,1,0
2020-03-21,1,0,1,0
2020-03-22,1,0,1,0
2020-03-23,2,0,1,1
2020-03-24,2,0,1,1
2020-03-25,3,0,1,2
2020-03-26,3,0,1,2
2020-03-27,4,0,1,3
2020-03-28,5,0,1,4
2020-03-29,5,0,1,4
2020-03-30,5,0,1,4
2020-03-31,5,0,1,4
2020-04-01,5,0,1,4
2020-04-02,6,0,1,5
2020-04-03,6,0,1,5
2020-04-04,9,0,1,8
2020-04-05,9,0,1,8
2020-04-06,9,0,1,8
2020-04-07,9,0,1,8
2020-04-08,9,0,1,8
2020-04-09,9,0,1,8
2020-04-10,9,0,1,8
2020-04-11,9,0,1,8
2020-04-12,12,0,1,11
2020-04-13,14,0,1,13
2020-04-14,16,0,1,15
2020-04-15,16,0,1,15
2020-04-16,16,0,2,14
2020-04-17,30,0,2,28
2020-04-18,31,0,2,29
2020-04-19,31,0,4,27
2020-04-20,31,0,4,27
2020-04-21,43,0,4,39
2020-04-22,45,0,7,38
2020-04-23,48,0,10,38
2020-04-24,49,0,11,38
2020-04-25,49,0,12,37
2020-04-26,52,0,16,36
2020-04-27,52,0,16,36
2020-04-28,54,0,16,38
2020-04-29,57,0,16,41
2020-04-30,57,0,16,41
2020-05-01,59,0,16,43
2020-05-02,59,0,16,43
2020-05-03,75,0,16,59
2020-05-04,75,0,16,59
2020-05-05,82,0,16,66
2020-05-06,99,0,22,77
2020-05-07,101,0,22,79
2020-05-08,102,0,31,71
2020-05-09,110,0,31,79
2020-05-10,110,0,31,79
2020-05-11,134,0,33,101
2020-05-12,217,0,33,184
2020-05-13,250,0,35,215
2020-05-14,249,0,35,214
2020-05-15,267,0,36,231
2020-05-16,291,1,36,254
2020-05-17,295,2,36,257
2020-05-18,375,2,36,337
2020-05-19,402,2,37,363
2020-05-20,427,2,45,380
2020-05-21,457,3,49,405
2020-05-22,516,3,70,443
2020-05-23,584,3,70,511
2020-05-24,603,3,87,513
2020-05-25,682,4,112,566
2020-05-26,772,4,155,613
2020-05-27,886,4,183,699
2020-05-28,1042,5,187,850
2020-05-29,1212,6,206,1000
2020-05-30,1401,6,219,1176
2020-05-31,1572,8,220,1344
2020-06-01,1811,8,221,1582
2020-06-02,2099,8,266,1825
2020-06-03,2300,9,278,2013
2020-06-04,2634,10,290,2334
2020-06-05,2912,11,333,2568
2020-06-06,3235,13,365,2857
2020-06-07,3448,13,467,2968
2020-06-08,3762,14,488,3260
2020-06-09,4086,15,584,3487
2020-06-10,4364,15,674,3675
2020-06-11,4614,15,861,3738
2020-06-12,5062,16,877,4169
2020-06-13,5335,18,913,4404
2020-06-14,5760,19,974,4767
2020-06-15,6211,19,1041,5151
2020-06-16,6591,19,1158,5414
2020-06-17,7177,20,1167,5990
2020-06-18,7848,22,1186,6640
2020-06-19,8274,22,1402,6850
2020-06-20,8605,22,1578,7005
2020-06-21,9026,23,1772,7231
2020-06-22,9561,23,2148,7390
2020-06-23,10099,24,2224,7851
2020-06-24,10728,24,2338,8366
2020-06-25,11162,26,2650,8486
2020-06-26,11755,27,2698,9030
2020-06-27,12309,28,2834,9447
2020-06-28,12772,28,3013,9731
2020-06-29,13248,29,3134,10085
2020-06-30,13564,29,3194,10341
2020-07-01,14046,30,4656,9360
2020-07-02,14519,31,5320,9168
2020-07-03,15259,32,6143,9084
2020-07-04,15491,34,6415,9042
2020-07-05,15784,34,6547,9203
2020-07-06,15964,35,6811,9118
2020-07-07,16168,35,7499,8634
2020-07-08,16423,35,7752,8636
2020-07-09,16531,35,7891,8605
2020-07-10,16649,35,8011,8603
2020-07-11,16719,38,8442,8239
2020-07-12,16801,38,8589,8174
2020-07-13,16945,38,10294,6613
2020-07-14,17061,38,10328,6695
2020-07-15,17177,39,11025,6113
2020-07-16,17344,39,11249,6056
2020-07-17,17445,40,11534,5871
2020-07-18,17502,40,11637,5825
2020-07-19,17658,40,11695,5923
2020-07-20,17844,40,11868,5936
2020-07-21,17994,40,12477,5477
2020-07-22,18094,42,12684,5368
2020-07-23,18241,43,12840,5358
2020-07-24,18374,44,12947,5383
2020-07-25,18483,45,13053,5385
2020-07-26,18613,45,13128,5440
2020-07-27,18752,48,13754,4950
2020-07-28,19063,49,13875,5139
2020-07-29,19273,49,14021,5203
2020-07-30,19547,52,14248,5247
2020-07-31,19771,56,14399,5316
2020-08-01,20086,56,14492,5538
2020-08-02,20332,57,14603,5672
2020-08-03,20750,57,14961,5732
2020-08-04,21009,58,15026,5925
2020-08-05,21390,60,15156,6174
2020-08-06,21750,65,15389,6296
2020-08-07,22214,70,15814,6330
2020-08-08,22592,73,16313,6206
2020-08-09,22972,75,16353,6544
2020-08-10,23310,79,16493,6738
2020-08-11,23948,83,16664,7201
2020-08-12,24432,91,16728,7613
2020-08-13,24957,95,16837,8025
2020-08-14,25551,99,17077,8375
2020-08-15,26019,102,17201,8716
2020-08-16,26660,104,17335,9221
2020-08-17,27241,107,17495,9639
2020-08-18,28257,114,17580,10563
2020-08-19,28938,120,17700,11118
2020-08-20,29645,126,17964,11555
2020-08-21,30483,137,18214,12132
2020-08-22,31117,146,18350,12621
2020-08-23,31935,149,18631,13155
2020-08-24,32678,157,18806,13715
2020-08-25,33533,164,19119,14250
2020-08-26,34418,175,19504,14739
2020-08-27,35529,183,20073,15273
2020-08-28,36456,195,20242,16019
2020-08-29,37340,207,20555,16578
2020-08-30,38561,221,20822,17518
2020-08-31,39460,228,21410,17822
2020-09-01,40529,239,22178,18112
2020-09-02,41649,251,23290,18108
2020-09-03,42877,257,24207,18413
2020-09-04,44236,271,25561,18404
2020-09-05,45277,280,27127,17870
2020-09-06,46257,289,28941,17027
2020-09-07,47236,300,30677,16259
2020-09-08,48138,306,32964,14868
2020-09-09,49219,312,33882,15025
2020-09-10,50465,317,35700,14448
2020-09-11,51919,322,36672,14925
2020-09-12,53120,336,37524,15260
2020-09-13,54159,345,38697,15117
2020-09-14,55329,360,39576,15393
2020-09-15,56788,371,40638,15779
2020-09-16,58327,379,41706,16242
2020-09-17,59573,383,42949,16241
2020-09-18,61593,390,43820,17383
2020-09-19,62797,401,45267,17129
2020-09-20,64122,411,46233,17478
2020-09-21,65276,427,47238,17611
2020-09-22,66632,429,48061,18142
2020-09-23,67804,436,49954,17414
2020-09-24,69301,453,50411,18437
2020-09-25,70614,459,51866,18289
2020-09-26,71821,467,53013,18341
2020-09-27,73394,477,53898,19019
2020-09-28,74745,481,54640,19624
2020-09-29,76258,491,55371,20396
2020-09-30,77817,498,56428,20891
2020-10-01,79728,509,57389,21830
2020-10-02,82450,520,60696,21234
2020-10-03,84570,528,62740,21302
2020-10-04,86823,535,64069,22219
2020-10-05,89263,554,65202,23507
2020-10-06,90814,563,67542,22709
2020-10-07,94253,578,68668,25007
2020-10-08,98617,590,71343,26684
2020-10-09,100676,600,73023,27053
2020-10-10,105684,614,74252,30818
2020-10-11,107755,636,75804,31315
2020-10-12,111802,645,77277,33880
2020-10-13,115358,663,78780,35915
2020-10-14,117996,675,80954,36367
2020-10-15,121745,694,84518,36533
2020-10-16,126137,715,88040,37382
2020-10-17,129304,727,89840,38737
2020-10-18,132246,739,92166,39341
2020-10-19,136036,757,94501,40778
2020-10-20,139129,765,96609,41755
2020-10-21,144872,791,99605,44476
2020-10-22,148509,812,102820,44877
2020-10-23,153008,829,105488,46691
2020-10-24,155233,842,108334,46057
2020-10-25,158089,847,111670,45572
2020-10-26,159830,862,115675,43293
2020-10-27,160400,876,118843,40681
2020-10-28,162354,887,121824,39643
2020-10-29,164718,904,124862,38952
2020-10-30,168235,920,128958,38357
2020-10-31,170743,937,131222,38584
2020-11-01,173567,960,134842,37765
2020-11-02,176500,984,137992,37524
2020-11-03,179614,1004,141134,37476
2020-11-04,182923,1034,144978,36911
2020-11-05,185974,1052,148408,36514
2020-11-06,188883,1070,152908,34905
2020-11-07,191636,1087,155114,35435
2020-11-08,194453,1108,157926,35419
2020-11-09,197024,1126,159724,36174
2020-11-10,199760,1148,160577,38035
2020-11-11,202329,1174,162243,38912
2020-11-12,204242,1189,164592,38461
2020-11-13,206353,1202,168129,37022
2020-11-14,208299,1215,170632,36452
2020-11-15,209776,1221,173430,35125
2020-11-16,210973,1230,176364,33379
2020-11-17,211475,1247,179242,30986
2020-11-18,212917,1259,182780,28878
2020-11-19,215020,1276,185638,28106
2020-11-20,216965,1298,191002,24665
2020-11-21,218639,1305,193325,24009
2020-11-22,220308,1321,199024,19963
2020-11-23,222288,1337,202067,18884
2020-11-24,224078,1361,204858,17859
2020-11-25,226026,1389,207998,16639
2020-11-26,227640,1412,209435,16793
2020-11-27,229343,1435,209435,18473
2020-11-28,230723,1454,211186,18083
2020-11-29,231978,1479,212590,17909
2020-11-30,233452,1508,214521,17423
2020-12-01,233452,1529,216594,15329
2020-12-02,236246,1538,218161,16547
2020-12-03,237589,1551,220272,15766
2020-12-04,238861,1567,221847,15447
2020-12-05,239885,1577,224053,14255
2020-12-06,240981,1594,225805,13582
2020-12-07,241995,1614,227433,12948
2020-12-08,243377,1637,229054,12686
2020-12-09,244433,1651,230537,12245
2020-12-10,245650,1663,231601,12386
2020-12-11,246694,1674,232872,12148
2020-12-12,247593,1689,234231,11673
2020-12-13,248423,1698,235731,10994
2020-12-14,249244,1716,236573,10955
2020-12-15,250180,1730,238569,9881
2020-12-16,250916,1743,238569,10604
2020-12-17,251692,1749,240363,9580
2020-12-18,252474,1765,241392,9317
2020-12-19,253184,1777,242567,8840
2020-12-20,253772,1788,243664,8320
2020-12-21,254514,1795,244743,7976
2020-12-22,255236,1798,245709,7729
2020-12-23,255979,1803,246661,7515
2020-12-24,256592,1808,247400,7384
2020-12-25,257200,1816,248292,7092
2020-12-26,257700,1819,249132,6749
2020-12-27,258181,1825,249863,6493
2020-12-28,258840,1832,250581,6427
2020-12-29,259548,1840,251312,6396
2020-12-30,260059,1847,251912,6300
2020-12-31,260593,1856,252359,6378
2021-01-01,261019,1864,253107,6048
2021-01-02,261438,1870,253857,5711
2021-01-03,261859,1878,254494,5487
2021-01-04,262262,1885,255088,5289
2021-01-05,262784,1893,255666,5225
2021-01-06,263193,1899,256161,5133
2021-01-07,263605,1903,256644,5058
2021-01-08,264159,1909,257229,5021
2021-01-09,264521,1912,257928,4681
2021-01-10,264780,1917,258441,4422
2021-01-11,265268,1927,258968,4373
2021-01-12,265698,1932,259358,4408
2021-01-13,266143,1937,259772,4434
2021-01-14,266546,1943,260177,4426
2021-01-15,266816,1948,260567,4301
2021-01-16,267056,1954,261044,4058
2021-01-17,267322,1959,261444,3919
2021-01-18,267644,1965,261818,3861
2021-01-19,267992,1969,262259,3764
2021-01-20,268310,1975,262642,3693
2021-01-21,268646,1979,262868,3799
2021-01-22,268948,1986,263348,3614
2021-01-23,269180,1994,263734,3452
2021-01-24,269450,2001,264137,3312
2021-01-25,269789,2011,264538,3240
2021-01-26,270092,2017,264823,3252
2021-01-27,270375,2020,265069,3286
2021-01-28,270588,2020,265365,3203
2021-01-29,270745,2025,265698,3022
2021-01-30,270854,2027,266048,2779
2021-01-31,270959,2029,266336,2594
2021-02-01,271118,2029,266600,2489
2021-02-02,271289,2030,266859,2400
2021-02-03,271431,2031,267065,2335
2021-02-04,271602,2033,267292,2277
2021-02-05,271707,2035,267564,2108
2021-02-06,271806,2035,267812,1959
2021-02-07,271925,2038,268072,1815
2021-02-08,272055,2045,268266,1744
2021-02-09,272215,2047,268431,1737
2021-02-10,272349,2047,268549,1753
2021-02-11,272430,2052,268660,1718
2021-02-12,272557,2054,268796,1707
2021-02-13,272614,2054,268929,1631
2021-02-14,272718,2054,269060,1604
2021-02-15,272840,2055,269204,1581
2021-02-16,272945,2055,269303,1587
2021-02-17,273070,2055,269394,1621
2021-02-18,273166,2058,269505,1603
2021-02-19,273263,2061,269619,1583
2021-02-20,273351,2061,269755,1535
2021-02-21,273431,2061,269876,1494
2021-02-22,273556,2061,269966,1529
2021-02-23,273666,2065,270068,1533
2021-02-24,273760,2684,270139,937
2021-02-25,273872,2685,270223,964
2021-02-26,273984,2771,270277,936
